Generation 0: Best Individual = [14.345690723537414, 0.7414810276622554], Fitness = 42.69520902925036
Generation 609: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 610: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 611: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 612: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 613: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 614: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 615: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 616: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 617: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 618: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 619: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 620: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 621: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 622: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 623: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 624: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 625: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 626: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 627: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 628: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 629: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 630: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 631: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 632: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 633: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 634: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 635: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 636: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 637: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 638: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 639: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 640: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 641: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 642: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 643: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 644: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 645: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 646: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 647: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 648: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 649: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 650: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 651: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 652: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 653: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 654: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 655: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 656: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 657: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 658: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 659: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 660: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 661: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 662: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 663: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 664: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 665: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 666: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 667: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 668: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 669: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 670: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 671: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 672: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 673: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 674: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 675: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 676: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 677: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 678: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 679: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 680: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 681: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 682: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 683: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 684: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 685: Best Individual = [14.197083339719516, 0.7342363965820883], Fitness = 0.46086597489413594
Generation 686: Best Individual = [14.197083339719516, 0.7342363965820883], Fitness = 0.46086597489413594
Generation 687: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 688: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 689: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 690: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 691: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 692: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 693: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 694: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 695: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 696: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 697: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 698: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 699: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 700: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 701: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 702: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 703: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 704: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 705: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 706: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 707: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 708: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 709: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 710: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 711: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 712: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 713: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 714: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 715: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 716: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 717: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 718: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 719: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 720: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 721: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 722: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 723: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 724: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 725: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 726: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 727: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 728: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 729: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 730: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 731: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 732: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 733: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 734: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 735: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 736: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 737: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 738: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 739: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 740: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 741: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 742: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 743: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 744: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 745: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 746: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 747: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 748: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 749: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 750: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 751: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 752: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 753: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 754: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 755: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 756: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 757: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 758: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 759: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 760: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 761: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 762: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 763: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 764: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 765: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 766: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 767: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 768: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 769: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 770: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 771: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 772: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 773: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 774: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 775: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 776: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 777: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 778: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 779: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 780: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 781: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 782: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 783: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 784: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 785: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 786: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 787: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 788: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 789: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 790: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 791: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 792: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 793: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 794: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 795: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 796: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 797: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 798: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 799: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 800: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 801: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 802: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 803: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 804: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 805: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 806: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 807: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 808: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 809: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 810: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 811: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 812: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 813: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 814: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 815: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 816: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 817: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 818: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 819: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 820: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 821: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 822: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 823: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 824: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 825: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 826: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 827: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 828: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 829: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 830: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 831: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 832: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 833: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 834: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 835: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 836: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 837: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 838: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 839: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 840: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 841: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 842: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 843: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 844: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 845: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 846: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 847: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 848: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 849: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 850: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 851: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 852: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 853: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 854: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 855: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 856: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 857: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 858: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 859: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 860: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 861: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 862: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 863: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 864: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 865: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 866: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 867: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 868: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 869: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 870: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 871: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 872: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 873: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 874: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 875: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 876: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 877: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 878: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 879: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 880: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 881: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 882: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 883: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 884: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 885: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 886: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 887: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 888: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 889: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 890: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 891: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 892: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 893: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 894: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 895: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 896: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 897: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 898: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 899: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 900: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 901: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 902: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 903: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 904: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 905: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 906: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 907: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 908: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 909: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 910: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 911: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
